ticket_id,customer_id,ticket_date,issue_type,resolution_time_days,satisfaction_score
T201121,CUST103894,2022-05-17,Payment,0,4
T201122,CUST103896,2023-12-01,Returns,0,5
T201123,CUST103903,2024-08-29,Returns,0,5
T201124,CUST103913,2025-04-01,Product,2,3
T201125,CUST103915,2024-09-20,Payment,4,4
T201126,CUST103919,2023-01-24,Returns,0,3
T201127,CUST103922,2022-08-31,Returns,1,4
T201128,CUST103926,2023-10-27,Tech,1,3
T201129,CUST103933,2025-07-27,Delivery,2,4
T201130,CUST103934,2025-03-28,Product,0,4
T201131,CUST103936,2025-05-11,Returns,1,5
T201132,CUST103940,2022-12-23,Delivery,3,3
T201133,CUST103941,2025-01-22,Product,5,4
T201134,CUST103943,2023-03-02,Payment,6,3
T201135,CUST103944,2025-05-31,Delivery,1,4
T201136,CUST103950,2023-05-27,Tech,0,2
T201137,CUST103953,2025-08-12,Payment,3,5
T201138,CUST103956,2025-09-01,Delivery,1,4
T201139,CUST103956,2024-01-26,Product,7,3
T201140,CUST103981,2024-03-13,Delivery,1,4
T201141,CUST103985,2024-02-01,Payment,1,1
T201142,CUST103986,2025-06-05,Product,4,4
T201143,CUST103988,2024-11-02,Returns,0,4
T201144,CUST103994,2024-01-08,Product,9,3
T201145,CUST103996,2024-05-22,Payment,4,5
T201146,CUST103997,2024-06-03,Tech,2,1
T201147,CUST103999,2024-07-16,Product,1,2
T201148,CUST104003,2025-07-11,Delivery,4,3
T201149,CUST104005,2024-01-04,Other,7,4
T201150,CUST104006,2024-12-31,Delivery,3,4
T201151,CUST104010,2024-08-22,Returns,0,4
T201152,CUST104018,2022-05-28,Returns,1,3
T201153,CUST104021,2025-01-16,Tech,1,3
T201154,CUST104023,2025-04-06,Product,0,4
T201155,CUST104024,2025-07-07,Tech,1,3
T201156,CUST104031,2025-04-09,Delivery,12,4
T201157,CUST104036,2024-01-31,Returns,4,5
T201158,CUST104036,2024-04-10,Tech,0,5
T201159,CUST104043,2024-06-16,Returns,3,4
T201160,CUST104053,2024-11-10,Delivery,1,3
T201161,CUST104056,2024-04-21,Other,2,4
T201162,CUST104056,2025-01-11,Other,1,1
T201163,CUST104057,2025-07-30,Delivery,2,4
T201164,CUST104058,2024-09-21,Product,3,3
T201165,CUST104062,2025-02-11,Product,0,4
T201166,CUST104067,2025-07-19,Tech,3,4
T201167,CUST104073,2025-06-21,Delivery,0,4
T201168,CUST104081,2025-02-26,Returns,0,3
T201169,CUST104082,2024-10-08,Returns,0,4
T201170,CUST104083,2024-11-03,Tech,2,4
T201171,CUST104084,2023-07-20,Delivery,5,5
T201172,CUST104088,2025-06-14,Delivery,3,4
T201173,CUST104089,2025-07-10,Delivery,4,5
T201174,CUST104090,2022-09-14,Product,3,4
T201175,CUST104094,2024-09-02,Tech,6,5
T201176,CUST104095,2025-07-20,Delivery,0,5
T201177,CUST104096,2025-05-31,Returns,2,4
T201178,CUST104096,2025-07-16,Other,0,3
T201179,CUST104097,2025-08-26,Product,2,2
T201180,CUST104098,2023-05-14,Returns,4,4
T201181,CUST104099,2025-01-31,Other,0,5
T201182,CUST104103,2025-05-09,Other,0,1
T201183,CUST104104,2023-12-04,Returns,1,4
T201184,CUST104109,2024-06-20,Product,1,1
T201185,CUST104113,2023-12-08,Returns,5,5
T201186,CUST104114,2024-09-18,Payment,1,4
T201187,CUST104116,2025-04-07,Payment,1,5
T201188,CUST104124,2025-01-24,Returns,6,4
T201189,CUST104124,2024-08-04,Tech,0,5
T201190,CUST104125,2024-07-23,Payment,0,4
T201191,CUST104126,2024-11-08,Delivery,2,4
T201192,CUST104127,2025-06-19,Tech,3,4
T201193,CUST104133,2023-04-26,Delivery,1,2
T201194,CUST104133,2023-04-14,Other,1,5
T201195,CUST104134,2024-08-20,Product,0,5
T201196,CUST104136,2024-07-18,Other,1,2
T201197,CUST104137,2023-06-20,Returns,1,2
T201198,CUST104160,2025-05-16,Returns,7,2
T201199,CUST104161,2024-12-30,Returns,3,4
T201200,CUST104168,2025-01-24,Product,1,4
T201201,CUST104169,2025-03-14,Returns,4,5
T201202,CUST104172,2022-07-12,Delivery,1,4
T201203,CUST104176,2025-02-18,Payment,0,5
T201204,CUST104180,2024-05-04,Other,2,3
T201205,CUST104184,2024-09-06,Product,0,5
T201206,CUST104190,2025-08-23,Payment,0,4
T201207,CUST104192,2025-08-30,Other,2,4
T201208,CUST104193,2024-01-21,Tech,1,4
T201209,CUST104193,2025-08-04,Other,4,4
T201210,CUST104199,2024-09-11,Product,1,3
T201211,CUST104200,2025-08-31,Other,5,5
T201212,CUST104204,2025-01-28,Other,0,4
T201213,CUST104207,2023-08-26,Other,1,1
T201214,CUST104210,2025-02-06,Product,0,1
T201215,CUST104211,2025-07-18,Returns,0,4
T201216,CUST104214,2023-01-01,Returns,12,4
T201217,CUST104214,2025-01-19,Returns,0,4
T201218,CUST104214,2024-11-12,Other,0,2
T201219,CUST104217,2025-08-17,Product,1,5
T201220,CUST104222,2024-10-27,Payment,1,4
T201221,CUST104222,2025-01-05,Tech,0,2
T201222,CUST104228,2024-04-22,Returns,3,2
T201223,CUST104228,2025-04-19,Delivery,2,4
T201224,CUST104231,2024-05-17,Delivery,2,3
T201225,CUST104233,2025-08-30,Payment,1,4
T201226,CUST104245,2025-06-11,Delivery,1,4
T201227,CUST104252,2025-04-29,Product,1,5
T201228,CUST104261,2025-01-24,Other,3,4
T201229,CUST104263,2024-07-29,Other,4,4
T201230,CUST104263,2023-02-14,Returns,3,4
T201231,CUST104264,2025-07-30,Returns,1,2
T201232,CUST104265,2023-08-06,Product,0,4
T201233,CUST104270,2024-06-18,Other,0,3
T201234,CUST104273,2023-12-04,Other,3,4
T201235,CUST104275,2023-05-08,Product,0,5
T201236,CUST104276,2025-02-23,Payment,1,2
T201237,CUST104276,2024-04-18,Product,3,4
T201238,CUST104282,2024-11-21,Returns,3,4
T201239,CUST104286,2024-05-12,Other,3,5
T201240,CUST104290,2025-08-16,Payment,0,5
T201241,CUST104290,2025-09-01,Payment,2,4
T201242,CUST104291,2025-08-04,Returns,0,5
T201243,CUST104295,2023-12-08,Other,4,4
T201244,CUST104296,2025-01-03,Returns,2,4
T201245,CUST104303,2023-07-20,Product,4,4
T201246,CUST104306,2024-07-30,Returns,4,4
T201247,CUST104314,2025-03-04,Product,1,4
T201248,CUST104316,2025-08-02,Delivery,4,4
T201249,CUST104317,2025-04-08,Other,4,5
T201250,CUST104322,2024-10-29,Payment,1,2
T201251,CUST104324,2024-01-13,Payment,0,4
T201252,CUST104325,2023-02-04,Other,0,5
T201253,CUST104329,2024-03-20,Payment,2,3
T201254,CUST104334,2025-06-04,Returns,0,3
T201255,CUST104334,2024-12-29,Delivery,1,4
T201256,CUST104335,2025-04-28,Product,0,5
T201257,CUST104339,2025-02-04,Delivery,2,4
T201258,CUST104343,2024-07-09,Other,1,4
T201259,CUST104349,2022-08-23,Tech,7,4
T201260,CUST104352,2023-09-10,Delivery,5,4
T201261,CUST104355,2023-03-18,Tech,0,3
T201262,CUST104360,2024-08-28,Delivery,1,4
T201263,CUST104360,2025-07-02,Product,0,4
T201264,CUST104362,2024-10-16,Delivery,11,3
T201265,CUST104366,2024-11-28,Other,0,4
T201266,CUST104370,2025-08-03,Tech,3,3
T201267,CUST104376,2025-02-14,Delivery,1,3
T201268,CUST104377,2025-01-11,Product,0,4
T201269,CUST104378,2025-04-05,Returns,2,5
T201270,CUST104380,2023-09-27,Payment,1,2
T201271,CUST104385,2025-07-22,Returns,0,4
T201272,CUST104395,2025-03-06,Payment,0,5
T201273,CUST104399,2025-06-29,Returns,2,5
T201274,CUST104402,2023-01-28,Payment,1,1
T201275,CUST104405,2024-05-11,Payment,1,5
T201276,CUST104406,2025-01-18,Product,0,4
T201277,CUST104406,2025-05-31,Other,2,4
T201278,CUST104408,2024-03-30,Product,5,4
T201279,CUST104409,2025-08-18,Tech,1,4
T201280,CUST104410,2024-03-17,Payment,0,5
T201281,CUST104418,2023-01-22,Payment,5,5
T201282,CUST104422,2025-08-31,Other,0,3
T201283,CUST104425,2023-04-13,Tech,0,4
T201284,CUST104426,2025-01-03,Returns,7,1
T201285,CUST104427,2025-08-21,Product,1,1
T201286,CUST104427,2025-07-14,Payment,3,4
T201287,CUST104439,2025-07-16,Returns,1,4
T201288,CUST104444,2025-06-16,Other,6,4
T201289,CUST104448,2024-01-30,Returns,2,2
T201290,CUST104448,2025-05-05,Tech,10,4
T201291,CUST104451,2022-11-23,Payment,4,5
T201292,CUST104456,2025-06-08,Delivery,5,3
T201293,CUST104457,2023-11-26,Other,0,5
T201294,CUST104460,2022-08-01,Product,0,4
T201295,CUST104462,2025-08-25,Delivery,1,4
T201296,CUST104467,2024-12-05,Delivery,5,5
T201297,CUST104469,2024-04-12,Tech,2,4
T201298,CUST104475,2024-09-14,Returns,2,2
T201299,CUST104476,2024-07-16,Other,1,4
T201300,CUST104479,2025-05-05,Product,0,2
T201301,CUST104481,2025-08-30,Tech,2,5
T201302,CUST104483,2024-08-25,Returns,0,4
T201303,CUST104484,2025-05-29,Returns,0,5
T201304,CUST104487,2024-11-29,Delivery,6,3
T201305,CUST104493,2024-09-30,Product,5,3
T201306,CUST104494,2024-06-04,Returns,2,4
T201307,CUST104497,2025-08-22,Returns,1,2
T201308,CUST104499,2025-02-01,Product,4,3
T201309,CUST104502,2024-03-09,Returns,1,5
T201310,CUST104507,2025-02-26,Delivery,6,2
T201311,CUST104509,2025-04-17,Payment,0,4
T201312,CUST104509,2025-06-16,Delivery,6,4
T201313,CUST104510,2025-03-16,Other,1,3
T201314,CUST104511,2025-01-09,Returns,7,4
T201315,CUST104517,2024-06-07,Tech,4,5
T201316,CUST104519,2025-01-26,Tech,0,5
T201317,CUST104520,2024-10-05,Delivery,2,3
T201318,CUST104521,2024-07-31,Payment,0,1
T201319,CUST104521,2023-03-09,Tech,2,5
T201320,CUST104522,2025-06-14,Other,3,1
T201321,CUST104526,2023-10-01,Returns,2,2
T201322,CUST104534,2024-12-21,Product,0,1
T201323,CUST104539,2023-11-27,Product,0,5
T201324,CUST104540,2024-10-29,Payment,0,2
T201325,CUST104542,2025-08-11,Returns,1,3
T201326,CUST104542,2025-09-01,Product,1,5
T201327,CUST104564,2025-05-06,Payment,4,4
T201328,CUST104567,2025-02-17,Payment,0,5
T201329,CUST104569,2023-07-17,Tech,3,4
T201330,CUST104573,2025-06-07,Product,0,5
T201331,CUST104574,2024-01-22,Returns,0,4
T201332,CUST104577,2024-01-02,Tech,4,3
T201333,CUST104578,2023-09-17,Delivery,1,4
T201334,CUST104580,2025-08-31,Payment,1,5
T201335,CUST104588,2022-03-02,Tech,3,4
T201336,CUST104593,2024-01-15,Returns,2,4
T201337,CUST104595,2025-08-25,Delivery,7,4
T201338,CUST104597,2025-02-13,Product,3,3
T201339,CUST104598,2024-01-21,Other,2,4
T201340,CUST104600,2024-01-18,Other,4,2
T201341,CUST104600,2025-04-07,Returns,0,1
T201342,CUST104602,2025-02-21,Tech,2,4
T201343,CUST104606,2025-05-13,Product,1,5
T201344,CUST104629,2025-07-05,Returns,3,3
T201345,CUST104629,2025-08-07,Returns,2,4
T201346,CUST104631,2023-06-14,Tech,0,4
T201347,CUST104633,2024-06-25,Product,0,5
T201348,CUST104635,2025-07-25,Other,1,4
T201349,CUST104637,2025-04-24,Other,1,1
T201350,CUST104641,2025-08-13,Delivery,1,1
T201351,CUST104642,2025-05-03,Returns,0,4
T201352,CUST104642,2025-05-04,Product,1,4
T201353,CUST104642,2025-06-10,Delivery,0,3
T201354,CUST104643,2023-08-10,Tech,4,5
T201355,CUST104648,2023-02-07,Product,0,5
T201356,CUST104654,2025-05-28,Other,2,4
T201357,CUST104655,2025-06-03,Tech,7,5
T201358,CUST104657,2024-12-30,Tech,5,5
T201359,CUST104658,2024-08-28,Returns,1,5
T201360,CUST104662,2025-01-31,Payment,0,5
T201361,CUST104664,2025-07-23,Product,2,4
T201362,CUST104669,2025-07-04,Other,1,3
T201363,CUST104671,2025-01-19,Returns,0,4
T201364,CUST104677,2023-01-10,Delivery,1,4
T201365,CUST104679,2024-06-05,Product,3,3
T201366,CUST104686,2025-07-24,Product,0,4
T201367,CUST104689,2025-06-09,Payment,0,4
T201368,CUST104689,2023-12-13,Payment,1,4
T201369,CUST104689,2023-04-08,Returns,1,4
T201370,CUST104689,2023-03-19,Other,4,3
T201371,CUST104691,2024-03-20,Product,1,4
T201372,CUST104693,2024-05-30,Returns,0,4
T201373,CUST104699,2025-02-20,Tech,1,5
T201374,CUST104700,2023-04-21,Product,1,4
T201375,CUST104701,2024-08-25,Other,4,4
T201376,CUST104708,2023-11-26,Returns,8,4
T201377,CUST104724,2025-02-17,Other,1,4
T201378,CUST104728,2022-09-26,Returns,1,5
T201379,CUST104733,2025-07-24,Delivery,0,4
T201380,CUST104734,2025-07-25,Delivery,1,5
T201381,CUST104735,2025-08-25,Product,0,4
T201382,CUST104739,2025-08-23,Returns,1,2
T201383,CUST104746,2025-05-21,Payment,0,3
T201384,CUST104754,2025-07-23,Payment,0,2
T201385,CUST104757,2025-05-16,Payment,0,2
T201386,CUST104760,2025-07-31,Payment,3,4
T201387,CUST104763,2025-05-26,Other,0,4
T201388,CUST104764,2025-02-12,Tech,3,4
T201389,CUST104767,2024-01-23,Tech,0,3
T201390,CUST104768,2025-02-05,Payment,0,4
T201391,CUST104769,2024-08-28,Product,0,3
T201392,CUST104772,2025-05-12,Tech,0,4
T201393,CUST104772,2025-05-28,Returns,0,4
T201394,CUST104779,2025-02-27,Tech,3,2
T201395,CUST104780,2022-04-26,Payment,6,3
T201396,CUST104781,2025-04-10,Product,3,5
T201397,CUST104785,2024-04-23,Payment,1,3
T201398,CUST104785,2023-05-31,Payment,2,3
T201399,CUST104789,2025-08-10,Returns,1,3
T201400,CUST104790,2025-07-20,Payment,3,4
T201401,CUST104792,2025-08-22,Returns,1,3
T201402,CUST104794,2025-05-30,Delivery,1,4
T201403,CUST104794,2025-08-29,Other,0,2
T201404,CUST104795,2025-06-23,Tech,3,3
T201405,CUST104797,2024-09-13,Payment,5,4
T201406,CUST104799,2025-08-31,Payment,3,4
T201407,CUST104804,2023-12-01,Delivery,2,3
T201408,CUST104807,2025-08-27,Returns,1,4
T201409,CUST104807,2025-01-06,Delivery,1,1
T201410,CUST104812,2024-12-15,Returns,1,5
T201411,CUST104821,2025-03-25,Delivery,1,1
T201412,CUST104828,2025-08-10,Delivery,0,4
T201413,CUST104829,2025-07-06,Tech,4,3
T201414,CUST104832,2024-09-04,Other,0,3
T201415,CUST104834,2025-02-03,Other,0,3
T201416,CUST104837,2024-01-24,Product,1,4
T201417,CUST104841,2025-05-15,Payment,2,5
T201418,CUST104842,2025-08-02,Product,0,5
T201419,CUST104844,2025-01-30,Returns,3,5
T201420,CUST104848,2025-08-23,Product,0,3
T201421,CUST104848,2023-12-31,Other,5,5
T201422,CUST104850,2023-02-22,Returns,0,5
T201423,CUST104862,2025-08-12,Product,0,3
T201424,CUST104863,2023-08-30,Delivery,0,4
T201425,CUST104865,2025-07-18,Payment,0,3
T201426,CUST104868,2025-05-22,Other,3,3
T201427,CUST104870,2024-11-21,Product,16,5
T201428,CUST104871,2022-11-18,Delivery,1,3
T201429,CUST104871,2025-07-03,Delivery,1,3
T201430,CUST104876,2023-04-06,Other,1,5
T201431,CUST104881,2025-06-15,Product,5,2
T201432,CUST104882,2022-09-17,Other,0,5
T201433,CUST104893,2023-05-14,Tech,3,1
T201434,CUST104895,2025-04-15,Product,6,4
T201435,CUST104897,2022-08-30,Other,0,5
T201436,CUST104897,2024-05-12,Payment,4,4
T201437,CUST104900,2022-12-12,Tech,0,5
T201438,CUST104908,2024-11-19,Payment,0,3
T201439,CUST104910,2022-08-22,Other,5,4
T201440,CUST104915,2025-04-09,Other,1,1
T201441,CUST104921,2025-08-17,Payment,2,5
T201442,CUST104923,2023-12-19,Tech,2,4
T201443,CUST104926,2025-05-25,Other,0,5
T201444,CUST104928,2025-05-30,Payment,9,3
T201445,CUST104929,2022-12-05,Payment,1,4
T201446,CUST104931,2025-03-15,Returns,4,5
T201447,CUST104935,2023-03-02,Tech,1,3
T201448,CUST104935,2025-05-15,Product,3,3
T201449,CUST104948,2025-05-30,Delivery,0,4
T201450,CUST104951,2023-09-26,Delivery,3,3
T201451,CUST104953,2025-08-17,Payment,0,4
T201452,CUST104963,2025-06-04,Other,5,4
T201453,CUST104964,2023-02-01,Other,0,3
T201454,CUST104966,2025-05-18,Delivery,0,4
T201455,CUST104969,2023-08-30,Delivery,1,4
T201456,CUST104970,2025-08-06,Product,3,5
T201457,CUST104976,2024-06-16,Product,0,4
T201458,CUST104981,2024-06-01,Returns,1,4
T201459,CUST104982,2024-10-12,Delivery,2,4
T201460,CUST104986,2024-12-20,Payment,1,1
T201461,CUST104988,2025-03-16,Returns,3,4
T201462,CUST104990,2025-07-27,Delivery,0,5
T201463,CUST104995,2022-08-15,Tech,3,5
T201464,CUST104996,2023-10-11,Product,0,3
T201465,CUST104996,2024-04-07,Delivery,0,4
T201466,CUST104997,2025-08-14,Delivery,1,4
T201467,CUST105009,2024-07-07,Tech,5,2
T201468,CUST105009,2025-03-31,Delivery,0,5
T201469,CUST105011,2025-02-06,Returns,0,2
T201470,CUST105011,2025-07-25,Delivery,0,5
T201471,CUST105012,2024-08-30,Returns,6,5
T201472,CUST105014,2025-08-26,Delivery,1,4
T201473,CUST105019,2025-05-07,Product,2,3
T201474,CUST105025,2024-11-29,Tech,1,4
T201475,CUST105027,2025-07-19,Returns,6,4
T201476,CUST105027,2025-07-17,Tech,0,5
T201477,CUST105029,2025-05-19,Payment,1,4
T201478,CUST105029,2025-06-10,Payment,3,5
T201479,CUST105032,2025-07-07,Tech,0,5
T201480,CUST105035,2025-03-24,Other,1,4
T201481,CUST105044,2025-06-28,Product,0,5
T201482,CUST105045,2025-05-26,Payment,1,5
T201483,CUST105046,2024-03-24,Payment,5,5
T201484,CUST105046,2024-09-26,Payment,2,4
T201485,CUST105047,2023-10-18,Product,5,4
T201486,CUST105049,2025-01-14,Other,0,3
T201487,CUST105050,2025-01-12,Returns,4,5
T201488,CUST105055,2024-04-01,Other,0,2
T201489,CUST105059,2024-12-07,Tech,0,3
T201490,CUST105059,2025-06-02,Tech,0,3
T201491,CUST105061,2025-05-06,Other,0,4
T201492,CUST105062,2024-10-07,Product,1,5
T201493,CUST105063,2025-02-21,Delivery,0,4
T201494,CUST105066,2024-12-18,Product,1,1
T201495,CUST105068,2025-07-22,Product,5,3
T201496,CUST105069,2024-03-14,Other,0,3
T201497,CUST105075,2025-05-07,Other,0,5
T201498,CUST105077,2023-09-11,Payment,0,5
T201499,CUST105079,2025-06-17,Product,0,4
T201500,CUST105080,2025-05-07,Delivery,5,3
T201501,CUST105091,2023-08-04,Product,0,5
T201502,CUST105095,2025-06-20,Delivery,3,4
T201503,CUST105096,2025-03-22,Returns,0,5
T201504,CUST105099,2025-05-13,Delivery,1,4
T201505,CUST105100,2025-01-18,Other,9,4
T201506,CUST105100,2024-03-26,Other,4,5
T201507,CUST105104,2025-07-05,Delivery,0,5
T201508,CUST105104,2025-01-23,Delivery,1,4
T201509,CUST105105,2024-02-06,Delivery,0,4
T201510,CUST105109,2025-01-31,Product,0,4
T201511,CUST105110,2024-12-31,Other,0,4
T201512,CUST105111,2024-05-01,Product,2,3
T201513,CUST105113,2024-10-29,Tech,0,3
T201514,CUST105115,2023-11-04,Product,2,4
T201515,CUST105118,2024-07-17,Product,2,2
T201516,CUST105118,2025-06-30,Payment,0,1
T201517,CUST105119,2023-04-03,Payment,4,1
T201518,CUST105121,2024-09-16,Product,8,4
T201519,CUST105124,2024-05-30,Delivery,2,2
T201520,CUST105124,2023-12-25,Tech,1,1
T201521,CUST105128,2023-12-21,Product,1,4
T201522,CUST105128,2023-02-01,Other,5,4
T201523,CUST105128,2022-11-23,Returns,1,5
T201524,CUST105132,2024-08-20,Product,2,4
T201525,CUST105140,2025-04-26,Product,1,1
T201526,CUST105142,2025-08-21,Tech,1,3
T201527,CUST105147,2023-10-28,Tech,1,2
T201528,CUST105150,2023-12-03,Payment,0,3
T201529,CUST105157,2022-07-29,Product,1,4
T201530,CUST105161,2025-08-18,Other,0,1
T201531,CUST105161,2025-04-05,Product,1,3
T201532,CUST105162,2025-07-11,Product,1,3
T201533,CUST105163,2025-08-20,Product,1,4
T201534,CUST105163,2025-06-01,Returns,1,5
T201535,CUST105172,2025-01-14,Other,0,5
T201536,CUST105172,2024-12-09,Product,3,2
T201537,CUST105173,2024-11-09,Returns,1,4
T201538,CUST105183,2025-03-21,Tech,1,2
T201539,CUST105189,2025-05-27,Other,0,5
T201540,CUST105193,2023-12-26,Returns,1,3
T201541,CUST105193,2023-07-05,Returns,6,4
T201542,CUST105196,2023-12-11,Tech,0,4
T201543,CUST105200,2024-06-24,Tech,0,5
T201544,CUST105206,2025-07-16,Other,0,4
T201545,CUST105208,2025-01-09,Payment,0,5
T201546,CUST105208,2025-02-18,Delivery,3,4
T201547,CUST105212,2024-09-26,Delivery,8,3
T201548,CUST105218,2024-06-07,Returns,0,5
T201549,CUST105219,2025-05-08,Other,1,4
T201550,CUST105220,2025-08-21,Tech,1,5
T201551,CUST105222,2022-11-04,Delivery,1,2
T201552,CUST105223,2025-06-28,Returns,10,5
T201553,CUST105223,2025-04-08,Returns,6,5
T201554,CUST105223,2025-05-23,Delivery,0,4
T201555,CUST105223,2025-07-16,Returns,0,5
T201556,CUST105224,2025-07-16,Payment,4,3
T201557,CUST105226,2024-10-22,Payment,1,4
T201558,CUST105228,2024-01-03,Delivery,0,3
T201559,CUST105231,2024-04-27,Delivery,0,3
T201560,CUST105234,2024-01-26,Returns,5,4
T201561,CUST105237,2022-09-24,Delivery,0,4
T201562,CUST105243,2023-06-22,Payment,3,4
T201563,CUST105253,2024-01-20,Tech,4,4
T201564,CUST105253,2024-10-20,Product,6,4
T201565,CUST105259,2025-08-27,Other,0,3
T201566,CUST105260,2025-07-18,Delivery,1,5
T201567,CUST105264,2025-01-15,Other,3,4
T201568,CUST105267,2025-07-23,Product,1,3
T201569,CUST105269,2025-04-25,Other,1,4
T201570,CUST105284,2025-01-17,Delivery,2,4
T201571,CUST105287,2024-06-02,Tech,1,4
T201572,CUST105291,2025-03-15,Other,3,1
T201573,CUST105291,2025-06-06,Returns,0,4
T201574,CUST105300,2025-08-10,Other,0,2
T201575,CUST105301,2023-04-29,Other,6,4
T201576,CUST105303,2024-08-30,Product,1,4
T201577,CUST105312,2023-10-02,Other,2,4
T201578,CUST105312,2024-03-08,Tech,2,5
T201579,CUST105314,2025-04-18,Other,1,4
T201580,CUST105315,2024-05-29,Product,0,4
T201581,CUST105320,2025-05-19,Delivery,2,5
T201582,CUST105326,2022-01-28,Delivery,0,5
T201583,CUST105330,2024-01-02,Other,3,5
T201584,CUST105333,2024-11-19,Product,0,3
T201585,CUST105336,2025-06-28,Returns,4,3
T201586,CUST105346,2024-10-02,Product,0,2
T201587,CUST105351,2025-08-08,Product,2,4
T201588,CUST105353,2024-09-28,Other,4,3
T201589,CUST105360,2024-09-03,Payment,0,5
T201590,CUST105363,2025-09-01,Returns,0,3
T201591,CUST105364,2023-07-12,Delivery,1,3
T201592,CUST105368,2024-10-10,Returns,1,4
T201593,CUST105368,2024-11-10,Tech,1,4
T201594,CUST105386,2025-04-21,Tech,1,3
T201595,CUST105387,2025-03-30,Product,1,3
T201596,CUST105387,2025-05-19,Payment,4,4
T201597,CUST105388,2025-05-16,Tech,2,3
T201598,CUST105390,2024-08-05,Delivery,2,4
T201599,CUST105392,2025-05-10,Product,6,5
T201600,CUST105398,2024-04-08,Payment,2,4
T201601,CUST105400,2025-08-10,Returns,0,2
T201602,CUST105401,2025-04-28,Returns,0,2
T201603,CUST105401,2025-05-19,Returns,4,3
T201604,CUST105402,2023-08-07,Returns,0,4
T201605,CUST105405,2024-05-13,Tech,1,4
T201606,CUST105411,2025-02-21,Delivery,0,5
T201607,CUST105415,2022-11-08,Returns,1,4
T201608,CUST105420,2025-03-29,Payment,4,5
T201609,CUST105420,2025-05-13,Delivery,0,2
T201610,CUST105421,2024-02-24,Returns,0,3
T201611,CUST105424,2025-04-15,Other,0,4
T201612,CUST105426,2024-12-07,Tech,6,4
T201613,CUST105426,2024-12-25,Payment,1,5
T201614,CUST105434,2024-01-21,Other,5,4
T201615,CUST105437,2024-07-14,Other,0,4
T201616,CUST105441,2025-04-13,Payment,1,1
T201617,CUST105442,2025-08-22,Product,2,4
T201618,CUST105442,2025-08-13,Tech,5,5
T201619,CUST105443,2024-11-16,Payment,3,5
T201620,CUST105443,2022-08-03,Delivery,0,4
T201621,CUST105443,2023-12-14,Tech,0,1
T201622,CUST105447,2025-02-04,Other,0,4
T201623,CUST105447,2024-10-22,Product,2,5
T201624,CUST105448,2025-07-14,Payment,4,3
T201625,CUST105460,2024-10-29,Tech,6,2
T201626,CUST105460,2022-12-22,Tech,1,4
T201627,CUST105461,2025-08-28,Payment,2,5
T201628,CUST105462,2025-08-05,Other,0,3
T201629,CUST105462,2025-03-04,Delivery,11,3
T201630,CUST105464,2024-12-31,Delivery,1,3
T201631,CUST105465,2025-07-18,Returns,1,3
T201632,CUST105468,2025-01-08,Tech,1,4
T201633,CUST105477,2022-03-04,Payment,9,2
T201634,CUST105479,2024-07-23,Other,0,4
T201635,CUST105483,2024-11-08,Other,2,2
T201636,CUST105491,2025-01-19,Product,0,5
T201637,CUST105493,2025-02-21,Product,0,4
T201638,CUST105495,2025-02-26,Payment,8,5
T201639,CUST105496,2025-04-25,Payment,3,4
T201640,CUST105500,2024-11-14,Other,6,5
T201641,CUST105501,2025-03-25,Tech,1,4
T201642,CUST105501,2025-05-05,Tech,8,4
T201643,CUST105509,2024-08-05,Returns,6,4
T201644,CUST105516,2023-06-30,Other,13,2
T201645,CUST105518,2023-01-17,Payment,2,3
T201646,CUST105526,2025-05-26,Other,0,4
T201647,CUST105534,2022-08-18,Delivery,2,3
T201648,CUST105534,2024-09-28,Product,0,5
T201649,CUST105541,2024-10-24,Product,1,1
T201650,CUST105542,2025-07-14,Product,1,5
T201651,CUST105543,2025-02-14,Product,0,4
T201652,CUST105546,2024-01-11,Delivery,5,2
T201653,CUST105552,2024-02-06,Product,0,5
T201654,CUST105559,2025-08-02,Other,4,4
T201655,CUST105560,2025-07-21,Returns,1,4
T201656,CUST105561,2025-08-24,Product,0,2
T201657,CUST105563,2025-04-09,Product,0,3
T201658,CUST105565,2024-09-02,Tech,4,4
T201659,CUST105567,2024-07-23,Payment,10,1
T201660,CUST105571,2025-02-18,Product,0,4
T201661,CUST105575,2025-05-06,Payment,0,3
T201662,CUST105579,2025-08-24,Returns,6,1
T201663,CUST105579,2025-08-28,Returns,3,5
T201664,CUST105583,2025-07-07,Returns,0,4
T201665,CUST105584,2025-07-17,Tech,1,5
T201666,CUST105587,2022-10-15,Delivery,4,3
T201667,CUST105593,2025-08-30,Returns,3,1
T201668,CUST105597,2025-08-16,Other,1,3
T201669,CUST105599,2024-11-19,Other,4,1
T201670,CUST105601,2024-12-04,Other,0,4
T201671,CUST105603,2025-05-08,Product,2,3
T201672,CUST105605,2024-08-21,Product,0,5
T201673,CUST105605,2025-01-23,Payment,0,3
T201674,CUST105611,2023-06-16,Delivery,2,4
T201675,CUST105617,2023-07-30,Product,0,4
T201676,CUST105618,2024-11-01,Tech,7,2
T201677,CUST105622,2023-10-23,Tech,4,2
T201678,CUST105624,2025-01-15,Payment,3,3
T201679,CUST105627,2024-04-25,Returns,0,5
T201680,CUST105629,2024-04-13,Returns,1,4
T201681,CUST105630,2024-04-16,Delivery,7,3
T201682,CUST105630,2025-01-17,Other,0,5
